Number,Title,Type,Culture,set,group,Twilight,STR,HP,RES,Signate,Site,Game text,Key Word 1,Key Word 2,Key Word 3,,Link
0P60,•Tom Bombadil's Hat (P),Possession • Support Area,Shire,0,,1,,,,,,"To play, spot 2 [Shire] companions. Each time a Shadow card adds a burden or a threat, add a [Shire] token here. Fellowship: Remove 2 [Shire] tokens from here to remove a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr00060
0P61,"•The Witch-king, Black Captain (P)",Minion • Nazgul,Wraith,0,,8,14,4,,,,"Enduring. Each Man skirmishing The Witch-king loses all strength bonuses from weapons.
",,,,,https://lotrtcgwiki.com/wiki/lotr00061
0P62,"•Gimli, Dwarven Delegate (P)",Companion • Dwarf,Dwarven,0,115,2,7,3,6,,,"Damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr00062
0P63,"•Arwen, Maiden of Rivendell (P)",Companion • Elf,Elven,0,,2,6,3,6,,,"Ranger. Skirmish: Exert Arwen to make a minion skirmishing an Elf strength -2.
",,,,,https://lotrtcgwiki.com/wiki/lotr00063
0P64,"•Gandalf, Stormcrow (P)",Companion • Wizard,Gandalf,0,,4,8,4,6,,,,,,,,https://lotrtcgwiki.com/wiki/lotr00064
0P65,"•Boromir, Steward's Heir (P)",Companion • Man,Gondor,0,,3,7,3,6,,,"Knight. Ranger. Ring-bound.
",,,,,https://lotrtcgwiki.com/wiki/lotr00065
0P66,"•Eomer, Forthwith Banished (P)",Companion • Man,Rohan,0,,2,7,3,6,,,"Damage +1. Valiant. While you can spot a [Rohan] Man, Eomer&#039;s twilight cost is -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr00066
0P67,"•Frodo, Mr. Underhill (P)",Companion • Hobbit,Shire,0,9,0,3,4,10,Gandalf,,"Ring-bearer (Resistance 10). The twilight cost of each artifact, possession, and [Shire] tale played on Frodo is -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr00067
0P69,Nocked (P),Event • Archery,Elven,0,,2,,,,,,"Exert an Elf who has resistance 4 or more to wound a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr00069
0P7,•Book of Mazarbul (P),Possession,Dwarven,0,,2,,,,,,"Tale. Bearer must be a Dwarf. At the start of each fellowship phase when the fellowship is at site 4 or higher, you may draw a card for each Dwarf companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr00007
0P70,"•Gandalf, Leader of the Company (P)",Companion • Wizard,Gandalf,0,,4,7,4,7,,,"While Gandalf is in region 1, each other companion is strength +2. While Gandalf is in region 2, each companion is strength +1. While Gandalf is in region 3, he is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr00070
0P71,"•Boromir, Hero of Osgiliath (P)",Companion • Man,Gondor,0,,3,7,3,5,,,"Knight. Each time Boromir wins a skirmish, you may heal a [Gondor] companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr00071
0P72,Bow of Minas Tirith (P),Possession • Ranged Weapon,Gondor,0,,1,+1,,,,,"Bearer must be a [Gondor] Man. At the start of the archery phase, if bearer is at a battleground site, you may exert him or her to make the fellowship archery total +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr00072
0P73,Armored Easterling (P),Minion • Man,Men,0,,4,10,3,,,,"Skirmish: Remove (2) to make a lurker strength +1. Skirmish: Remove (2) to make a lurker fierce until the regroup phase. Skirmish: Remove (2) to make a lurker damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr00073
0P74,Poleaxe (P),Possession • Hand Weapon,Men,0,,1,+2,,,,,"Bearer must be a [Men] minion. Skirmish: Remove (2) to make a [Men] minion fierce until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr00074
0P75,Champion Orc (P),Minion • Orc,Orc,0,,5,13,2,,,,"Toil 2. (For each [Orc] character you exert when playing this, its twilight cost is -2.)
",,,,,https://lotrtcgwiki.com/wiki/lotr00075
0P76,Spurred to Battle (P),Condition • Support Area,Orc,0,,1,,,,,,"To play, exert an [Orc] minion. At the start of the Shadow phase, add (1).
",,,,,https://lotrtcgwiki.com/wiki/lotr00076
0P77,•Riders of the Mark (P),Companion • Man,Rohan,0,,5,8,3,6,,,"To play, spot 2 [Rohan] companions. You may play Riders of the Mark any time you could play a skirmish event. When you play Riders of the Mark, you may exhaust a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr00077
0P78,"•Sam, Steadfast Friend (P)",Companion • Hobbit,Shire,0,,2,3,4,10,,,"Ring-bound. Each other companion is resistance +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr00078
0P79,"•Arwen, Staunch Defender (P)",Companion • Elf,Elven,0,,2,6,3,7,,,"Each minion skirmishing Arwen is strength -1 for each forest site on the adventure path.
",,,,,https://lotrtcgwiki.com/wiki/lotr00079
0P8,Galadriel's Glade (P),Site,Site,0,,3,,,,,6,"Sanctuary. Fellowship: Exert an Elf to look at an opponent&#039;s hand. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00008
0P80,"•Eomer, Eored Leader (P)",Companion • Man,Rohan,0,,3,7,3,7,,,"While you can spot a [Rohan] Man, Eomer&#039;s twilight cost is -1. Maneuver: If you can spot more minions than companions, exert Eomer to play a [Rohan] companion from your draw deck.
",,,,,https://lotrtcgwiki.com/wiki/lotr00080
0P81,"•Ulaire Toldea, Black Shadow (P)",Minion • Nazgul,Wraith,0,,6,12,3,,,,"Fierce. When you play Ulaire Toldea, you may exert him to take a [Ringwraith] event from your discard pile into hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr00081
0P82,"•The Witch-king's Beast, Fell Creature (P)",Possession • Mount,Wraith,0,,2,+2,,,,,"Bearer must be a Nazgul. If bearer is The Witch-king, after all skirmishes and fierce skirmishes have been resolved, you may exert him twice to make him participate in one additional assignment and skirmish phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr00082
0P83,"•Ulaire Attea, Second of the Nine Riders (P)",Minion • Nazgul,Wraith,0,,6,12,3,,,,"Fierce. Each time Ulaire Attea is assigned to a fierce skirmish involving a character who has resistance 4 or less, you may exert Ulaire Attea to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr00083
0P84,"•Sting, Weapon of Heritage (P)",Possession • Hand Weapon,Shire,0,,1,+2,,,,,"Bearer must be Bilbo, Frodo, or Sam. Maneuver: If bearer is Bilbo or Frodo, exert him to make another companion resistance +2 until the regroup phase. If bearer is Sam, each time he wins a skirmish, you may remove a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr00084
0P85,Olog-Hai Bestial (P),Minion • Troll,Orc,0,,6,13,3,,,,"Degats +1. Acharne. Pour jouer, designez un seide [Orc]. Affectation : Affaiblissez ce seide pour l&#039;affecter a un compagnon qui detient un artefact. Le joueur des Peuples Libres peut defausser un artefact en jeu pour prevenir ceci.
",,,,,https://lotrtcgwiki.com/wiki/lotr00085
0P86,"•Pippin, Brave Decoy (P)",Companion • Hobbit,Shire,0,,1,3,4,9,,,"Skirmish: If Pippin is not assigned to a skirmish, spot an unbound companion who has less resistance than Pippin to have Pippin replace him or her in a skirmish.
",,,,,https://lotrtcgwiki.com/wiki/lotr00086
0P87,"•Legolas, Companion of the Ring (P)",Companion • Elf,Elven,0,,2,6,3,7,,,"While Legolas is at a battleground or forest site, he is strength +2 and resistance +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr00087
0P88,"•Eowyn, Shieldmaiden of Rohan (P)",Companion • Man,Rohan,0,,2,6,3,7,,,"Each time Eowyn wins a skirmish, each other [Rohan] Man is strength +1 until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr00088
0P89,"•Jarnsmid, Barding Emissary (P)",Companion • Man,Gandalf,0,,2,4,3,5,,,"At the start of each skirmish involving Jarnsmid, you may remove a burden (or 2 burdens if you can spot another [Gandalf] companion).
",,,,,https://lotrtcgwiki.com/wiki/lotr00089
0P9,•Phial of Galadriel (P),Possession,Elven,0,,0,,,,,,"To play, exert an Elf. Bearer must be the Ring-bearer. Bearer&#039;s resistance is +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr00009
0P90,Vapour and Steam (P),Condition • Support Area,Gandalf,0,,1,,,,,,"Skirmish: Exert your [Gandalf] companion and add a burden to make that companion damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr00090
0P91,Massing Strength (P),Event • Skirmish,Orc,0,,0,,,,,,"Discard any number of your [Orc] minions from play to make an [Orc] minion strength +3 for each one discarded.
",,,,,https://lotrtcgwiki.com/wiki/lotr00091
0P92,Morgul Tormentor (P),Minion • Orc,Orc,0,,3,9,2,,,,"Each time the Free Peoples player assigns this minion to skirmish an unwounded companion, he or she must add a burden or discard a card from hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr00092
0P93,"•Farmer Maggot, Hobbit of the Marish (P)",Companion • Hobbit,Shire,0,,1,3,3,8,,,"While Farmer Maggot is at a dwelling or forest site, he is strength +4.
",,,,,https://lotrtcgwiki.com/wiki/lotr00093
0P94,"•Mithril-coat, Dwarf-mail (P)",Artifact • Armor,Shire,0,,2,,,,,,"Bearer must be a Ring-bound Hobbit. Each minion skirmishing bearer loses all damage bonuses. Skirmish: Exert bearer to make each minion he is skirmishing lose fierce and unable to gain fierce until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr00094
0P95,"•Saruman, Agent of the Dark Lord (P)",Minion • Wizard,Uruk-Hai,0,,4,8,4,,,,"Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Skirmish: Exert Saruman to make an [Uruk-hai] minion strength +2. Each time a companion is killed, you may heal Saruman.
",,,,,https://lotrtcgwiki.com/wiki/lotr00095
0P96,Keening Wail (P),Event • Maneuver,Wraith,0,,7,,,,,,"Toil 2. (For each [Ringwraith] character you exert when playing this, its twilight cost is -2.) Spot a Nazgul to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr00096
0P97,"•Ulaire Nelya, Third of the Nine Riders (P)",Minion • Nazgul,Wraith,0,,5,10,3,,,,"Fierce. Shadow: Exert Ulaire Nelya to replace the fellowship&#039;s current site with a site from your adventure deck.
",,,,,https://lotrtcgwiki.com/wiki/lotr00097
0P98,"•Ulaire Lemenya, Black Enemy (P)",Minion • Nazgul,Wraith,0,,4,9,2,,,,"When you play Ulaire Lemenya, you may play a [Ringwraith] mount from your discard pile.
",,,,,https://lotrtcgwiki.com/wiki/lotr00098
0P99,"•Ulaire Nelya, Black Hunter (P)",Minion • Nazgul,Wraith,0,,5,10,3,,,,"Fierce. Each time Ulaire Nelya wins a skirmish, you may draw a card.
",,,,,https://lotrtcgwiki.com/wiki/lotr00099
0SPD1,Goblet of the White City (SPD),Possession,Gondor,0,,1,,,,,,"Bearer must be a [Gondor] companion. Each time you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, discard 2 random cards from hand or discard this possession. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00spd1
0SPD2,Green Dragon Mug (SPD),Possession,Shire,0,,1,,,,,,"Bearer must be a Hobbit. Each time you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, exert bearer or discard this possession. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00spd2
0SPD3,Rohirrim Stein (SPD),Possession,Rohan,0,,1,,,,,,"Bearer must be a [Rohan] companion. Each time you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, add (2) or discard this possession. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00spd3
0W1,Army of Dunland (W),Minion • Man,Dunland,0,,11,20,2,,,,"To play, spot a [Dunland] Man. Menace - When you play this minion, discard up to 2 Free People&#039;s possessions. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w01
0W10,The Nazgul (W),Minion • Nazgul,Wraith,0,,14,20,5,,,,"Fierce. To play, spot a Nazgul. Menace - When you play this minion add 2 burdens. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w10
0W11,"•Eowyn, Daughter of Kings (W)",Companion • Man,Rohan,0,,2,6,3,6,,,"Triumph - At the start of the fellowship phase, the move limit for this turn is +1. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w11
0W12,Army of Sauron (W),Minion • Orc,Sauron,0,,9,17,5,,,,"To play, spot a [Sauron] Orc. Menace - When you play this minion, make it strength +10. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w12
0W13,"•Sam, Lover of Trees (W)",Companion • Hobbit,Shire,0,,2,3,4,6,,,"Triumph - At the start of the fellowship phase remove 3 burdens. Response: If Frodo dies, make Sam the Ring-bearer (Resistance 5). 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w13
0W2,Dwarven Escort (W),Companion • Dwarf,Dwarven,0,,2,5,3,6,,,"Damage +1. Triumph - At the start of the fellowship phase draw 4 cards. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w02
0W3,"•Legolas, Nimble Elf (W)",Companion • Elf,Elven,0,,2,6,3,6,,,"Archer. Triumph - At the start of the archery phase, make the fellowship archery total +1. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w03
0W5,"•Gollum, Worker of Mischief (W)",Minion,Gollum,0,,2,5,4,,,,"To play, spot a [Gollum] condition. Menace - When you play Gollum make the move limit for this turn -1. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w05
0W6,"•Aragorn, The Dunadan (W)",Companion • Man,Gondor,0,,4,8,4,6,,,"Ranger. Triumph - At the start of the maneuver phase, you may wound a minion. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w06
0W7,Army of Isengard (W),Minion • Uruk-Hai,Isengard,0,,9,16,4,,,,"Damage +1. To play, spot an Uruk-hai. Menace - When you play this minion, it becomes fierce. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w07
0W8,Army of Moria (W),Minion • Orc,Moria,0,,10,17,3,,,,"To play, spot a [Moria] Orc. Menace - When you play this minion, draw 3 cards. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w08
0W9,Army of Harad (W),Minion • Man,Raider,0,,11,17,4,,,,"Southron. Archer. To play, spot a [Raider] Man. Menace - When you play this minion, add ten tokens to the twilight pool. 
",,,,,https://lotrtcgwiki.com/wiki/lotr00w09
10C10,Fleet-footed,Event • Skirmish,Elven,10,,1,,,,,,"Make a minion skirmishing an Elf strength -2. Spot a site in a support area to place this event on top of your draw deck.
",,,,,https://lotrtcgwiki.com/wiki/lotr10010
10C102,Uruk Axe,Possession • Hand Weapon,Sauron,10,,1,+1,,,,,"Bearer must be a [Sauron] Minion. If bearer is an Uruk-hai, it is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr10102
10C103,Window of the Eye,Condition • Support Area,Sauron,10,,1,,,,,,"To play, spot a [Sauron] minion. Each time the fellowship moves during the regroup phase, you may remove a threat to wound an unbound companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr10103
10C106,Chance Observation,Event • Skirmish,Shire,10,,0,,,,,,"If there are 4 or more [Shire] cards in your discard pile, make a Hobbit strength +1 for each Hobbit you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr10106
10C107,Great Heart,Condition,Shire,10,,1,,,,,,"Play this condition only during a skirmish. Bearer must be a Hobbit. When this condition is played, wound a minion skirmishing bearer.
",,,,,https://lotrtcgwiki.com/wiki/lotr10107
10C109,Make Haste,Event • Maneuver,Shire,10,,0,,,,,,"Stealth. Spot a [Shire] companion and return him or her to your hand to make a Shadow player choose to remove (2) or discard a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr10109
10C110,A Marvel,Event • Skirmish,Shire,10,,1,,,,,,"Exert a Hobbit to make another Hobbit strength +3.
",,,,,https://lotrtcgwiki.com/wiki/lotr10110
10C112,Nine-fingered Frodo and the Ring of Doom,Event • Skirmish,Shire,10,,0,,,,,,"Tale. Exert a [Shire] character to remove a burden or 2 threats.
",,,,,https://lotrtcgwiki.com/wiki/lotr10112
10C113,Orc Armor,Possession • Armor,Shire,10,,1,,,,,,"Bearer must be a Hobbit. Each Orc and each Uruk-hai skirmishing bearer is strength -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr10113
10C16,Gathering Wind,Event • Maneuver,Gandalf,10,,2,,,,,,"Exert your Wizard and choose a number. Make each minion with that twilight cost strength -2 until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr10016
10C24,•Unabated in Malice,Condition • Support Area,Gollum,10,,0,,,,,,"While you have initiative, each [Gollum] minion is damage +1. Skirmish: Discard this condition to make a [Gollum] minion strength +1 for each culture you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr10024
10C27,Dead Man of Dunharrow,Companion • Wraith,Gondor,10,,2,6,3,6,,,"Enduring. To play, add a threat. When you play this companion, exert him twice.
",,,,,https://lotrtcgwiki.com/wiki/lotr10027
10C30,End of the Game,Event • Skirmish,Gondor,10,,0,,,,,,"Make an exhausted [Gondor] companion strength +2. If that companion wins this skirmish, heal that companion or make him or her damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr10030
10C31,Every Little is a Gain,Event • Maneuver,Gondor,10,,1,,,,,,"Spot a [Gondor] Man to discard a stacked Shadow card or to wound a minion bearing a fortification.
",,,,,https://lotrtcgwiki.com/wiki/lotr10031
10C34,Last Throw,Event • Regroup,Gondor,10,,5,,,,,,"If no opponent controls a site, spot 2 [Gondor] Men to make the move limit +1 for this turn.
",,,,,https://lotrtcgwiki.com/wiki/lotr10034
10C36,Cast Unto the Winds,Condition • Support Area,Raider,10,,1,,,,,,"Regroup: Spot a Southron, remove a threat, and remove (3) to wound an unbound companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr10036
10C37,Corsair Boatswain,Minion • Man,Raider,10,,2,6,2,,,,"Corsair. To play, spot a [Raider] Man. Shadow: Exert this minion to play a [Raider] support area possession from your draw deck.
",,,,,https://lotrtcgwiki.com/wiki/lotr10037
10C41,•Easterling Pillager,Minion • Man,Raider,10,,5,11,3,,,,"Easterling. Fierce. When you play this minion, you may spot another Easterling to add a burden for each companion you spot over 5.
",,,,,https://lotrtcgwiki.com/wiki/lotr10041
10C42,Far Harad Mercenaries,Minion • Man,Raider,10,,5,11,3,,,,"Southron. At the start of each skirmish involving this minion, you may spot 6 companions and another [Raider] Man to discard an unbound companion this minion is skirmishing.
",,,,,https://lotrtcgwiki.com/wiki/lotr10042
