"","Artist","Set_Name","Classifications","Abilities","Set_Num","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Unique_ID","Card_Num","Body_Text","Willpower","Strength","Set_ID","Flavor_Text","Card_Variants","Move_Cost"
"68","Wietse Treurniet","Into the Inklands",NA,NA,3,"Amethyst","","https://lorcana-api.com/images/the_sorcerer's_tower/wondrous_workspace/the_sorcerer's_tower-wondrous_workspace-large.png",3,TRUE,"The Sorcerer's Tower - Wondrous Workspace","Location",NA,"Uncommon","INK-068",68,"Broom Closet - Your characters named Magic Broom may move here for free.

Magical Power - Characters get +1{l} while here.",7,NA,"INK","Everything you need to make some magic.",NA,2
"69","Wouter Bruneel","Into the Inklands","Storyborn, Ally",NA,3,"Emerald","","https://lorcana-api.com/images/cubby/mighty_lost_boy/cubby-mighty_lost_boy-large.png",4,TRUE,"Cubby - Mighty Lost Boy","Character",1,"Common","INK-069",69,"The Bear - Whenever this character moves to a location, he gets +3{p} this turn.",5,3,"INK","With Peter holding off Hook, Cubby did what he does best: break stuff.",NA,NA
"70","Massimiliano Narciso, Marieke Ferrari","Into the Inklands","Storyborn",NA,3,"Emerald","","https://lorcana-api.com/images/cursed_merfolk/ursula's_handiwork/cursed_merfolk-ursula's_handiwork-large.png",1,FALSE,"Cursed Merfolk - Ursula's Handiwork","Character",2,"Rare","INK-070",70,"Poor Souls - Whenever this character is challenged, each opponent chooses and discards a card.",1,0,"INK","""Now it's happened once or twice, someone couldn't pay the price . . .""
-Ursula",NA,NA
"71","Luis Huerta","Into the Inklands","Dreamborn, Villain, Prince, Pirate","Evasive",3,"Emerald","","https://lorcana-api.com/images/don_karnage/prince_of_pirates/don_karnage-prince_of_pirates-large.png",5,TRUE,"Don Karnage - Prince of Pirates","Character",2,"Common","INK-071",71,"Evasive (Only characters with Evasive can challenge this character.)",4,4,"INK","""You didn't expect to find me here, did you? Well neither did I.""",NA,NA
"72","Brian Kensinger","Into the Inklands","Dreamborn, Ally",NA,3,"Emerald","","https://lorcana-api.com/images/flotsam/riffraff/flotsam-riffraff-large.png",3,TRUE,"Flotsam - Riffraff","Character",1,"Common","INK-072",72,"Eerie Pair - Your characters named Jetsam get +3{p}.",2,5,"INK","""Ursula needs lore to complete her plan. . . .""",NA,NA
"73","Denny Minonne","Into the Inklands","Storyborn, Ally",NA,3,"Emerald","","https://lorcana-api.com/images/friar_tuck/priest_of_nottingham/friar_tuck-priest_of_nottingham-large.png",4,TRUE,"Friar Tuck - Priest of Nottingham","Character",2,"Uncommon","INK-073",73,"You Thieving Scoundrel - When you play this character, the player or players with the most cards in their hand chooses and discards a card.",4,2,"INK","""Get outta my church! Out! Out! Out!""",NA,NA
"74","Alice Pisoni","Into the Inklands","Floodborn, Villain","Shift 3",3,"Emerald","","https://lorcana-api.com/images/helga_sinclair/femme_fatale/helga_sinclair-femme_fatale-large.png",5,FALSE,"Helga Sinclair - Femme Fatale","Character",2,"Super Rare","INK-074",74,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Helga Sinclair.)

This Changes Everything - Whenever this character quests, you may deal 3 damage to chosen damaged character.",4,4,"INK",NA,NA,NA
"75","Kasia Brzezinska","Into the Inklands","Storyborn, Villain",NA,3,"Emerald","","https://lorcana-api.com/images/helga_sinclair/vengeful_partner/helga_sinclair-vengeful_partner-large.png",2,TRUE,"Helga Sinclair - Vengeful Partner","Character",1,"Rare","INK-075",75,"Nothing Personal - When this character is challenged and banished, banish the challenging character.",1,2,"INK","""You said we were in this together!""",NA,NA
"76","Brian Kesinger","Into the Inklands","Dreamborn, Ally","Ward",3,"Emerald","","https://lorcana-api.com/images/jetsam/riffraff/jetsam-riffraff-large.png",3,TRUE,"Jetsam - Riffraff","Character",2,"Common","INK-076",76,"Ward (Opponents can't choose this character except to challenge.)

Eerie Pair - Your characters named Flotsam gain Ward.",2,2,"INK","""There must be powerful lore here, very powerful.""",NA,NA
"77","Jake Parker","Into the Inklands","Storyborn, Ally",NA,3,"Emerald","","https://lorcana-api.com/images/kit_clouckicker/tough_guy/kit_clouckicker-tough_guy-large.png",3,TRUE,"Kit Cloudkicker - Tough Guy","Character",1,"Uncommon","INK-077",77,"Skysurfing - When you play this character, you may return chosen opposing character with 2{p} or less to their player's hand.",2,2,"INK","""It's been fun, guys, but I got to be going. Yahoooo!""",NA,NA
"78","Mike Parker","Into the Inklands","Storyborn, Villain","Reckless",3,"Emerald","","https://lorcana-api.com/images/lyle_tiberius_rourke/cunning_mercenary/lyle_tiberius_rourke-cunning_mercenary-large.png",3,FALSE,"Lyle Tiberius Rourke - Cunning Mercenary","Character",1,"Super Rare","INK-078",78,"Well, Now You Know - When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)

Thanks For Volunteering - Whenever one of your other characters is banished, each opponent loses 1 lore.",4,2,"INK",NA,NA,NA
"79","Giuseppe di Maio","Into the Inklands","Dreamborn, Hero",NA,3,"Emerald","","https://lorcana-api.com/images/milo_thatch/clever_cartographer/milo_thatch-clever_cartographer-large.png",1,TRUE,"Milo Thatch - Clever Cartographer","Character",1,"Common","INK-079",79,NA,2,2,"INK","""Believe me, studying gibberish really can take you places!""",NA,NA
"80","Valerio Buonfantino","Into the Inklands","Floodborn, Hero, King","Shift 4",3,"Emerald","","https://lorcana-api.com/images/milo_thatch/king_of_atlantis/milo_thatch-king_of_atlantis-large.png",7,FALSE,"Milo Thatch - King of Atlantis","Character",3,"Legendary","INK-080",80,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Milo Thatch.)

Take Them By Surprise - When this character is banished, return all opposing characters to their player's hands.",4,4,"INK","""You don't know what you're tampering with.""",NA,NA
"81","Alan Batson","Into the Inklands","Storyborn, Ally, Alien","Shift",3,"Emerald","","https://lorcana-api.com/images/morph/space_goo/morph-space_goo-large.png",2,TRUE,"Morph - Space Goo","Character",1,"Rare","INK-081",81,"Mimicry - You may play any character with Shift on this character as if this character had any name.",1,2,"INK","""You jiggle-headed blob of mischief!""
-John Silver","(enchanted, placeholder)",NA
"82","Grace Tran","Into the Inklands","Dreamborn, Hero",NA,3,"Emerald","","https://lorcana-api.com/images/peter_pan/lost_boy_leader/peter_pan-lost_boy_leader-large.png",4,TRUE,"Peter Pan - Lost Boy Leader","Character",1,"Rare","INK-082",82,"I Came To Listen To The Stories - Once per turn, when this character moves to a location, gain lore equal to that location's {l}.",3,3,"INK","The Illumineers needed someone to find a missing spellbook, and Peter was the first to volunteer.",NA,NA
"83","Koni","Into the Inklands","Storyborn, Villain, Prince",NA,3,"Emerald","","https://lorcana-api.com/images/prince_john/phony_king/prince_john-phony_king-large.png",5,FALSE,"Prince John - Phony King","Character",2,"Uncommon","INK-083",83,"Collect Taxes - Whenever this character quests, each opponent with more lore than you loses 2 lore.",4,2,"INK","""Too late to be known as John the First, he's sure to be known as John the Worst!""
-Sheriff of Nottingham",NA,NA
"84","John Loren","Into the Inklands","Dreamborn, Hero",NA,3,"Emerald","","https://lorcana-api.com/images/robin_hood/daydreamer/robin_hood-daydreamer-large.png",6,TRUE,"Robin Hood - Daydreamer","Character",4,"Rare","INK-084",84,NA,5,4,"INK","""Some days, it's nice to let the river do the running.""",NA,NA
"85","Jochem van Gool","Into the Inklands","Storyborn, Ally, Hyena",NA,3,"Emerald","","https://lorcana-api.com/images/shenzi/hyena_pack_leader/shenzi-hyena_pack_leader-large.png",4,TRUE,"Shenzi - Hyena Pack Leader","Character",1,"Super Rare","INK-085",85,"I'll Handle This - While this character is at a location, she gets +3{p}.

What's The Hurry? - While this character is at a location, whenever she challenges another character, you may draw a card.",6,0,"INK","""Why not stick around for dinner?""",NA,NA
"86","Alan Batson","Into the Inklands","Dreamborn, Ally","Evasive",3,"Emerald","","https://lorcana-api.com/images/sir_hiss/aggravating_asp/sir_hiss-aggravating_asp-large.png",2,TRUE,"Sir Hiss - Aggravating Asp","Character",1,"Common","INK-086",86,"Evasive (Only characters with Evasive can challenge this character.)",1,3,"INK","Prince John isn't the only one collecting ""taxes""!",NA,NA
"87","Jeanne Plounevez","Into the Inklands","Storyborn, Ally","Ward",3,"Emerald","","https://lorcana-api.com/images/skippy/energetic_rabbit/skippy-energetic_rabbit-large.png",2,TRUE,"Skippy - Energetic Rabbit","Character",1,"Common","INK-087",87,"Ward (Opponents can't choose this character except to challenge.)",2,2,"INK","Even the bravest outlaw knows when to lie low.",NA,NA
"88","Adam Ford","Into the Inklands","Storyborn, Ally, Pirate",NA,3,"Emerald","","https://lorcana-api.com/images/starkey/devious_pirate/starkey-devious_pirate-large.png",7,TRUE,"Starkey - Devious Pirate","Character",3,"Uncommon","INK-088",88,NA,6,6,"INK","Point him in the right direction, and he'll do the rest",NA,NA
"89","Grace Tran","Into the Inklands","Dreamborn, Hero, Alien","Evasive, Ward",3,"Emerald","","https://lorcana-api.com/images/stitch/covert_agent/stitch-covert_agent-large.png",5,TRUE,"Stitch - Covert Agent","Character",2,"Rare","INK-089",89,"Evasive (Only characters with Evasive can challenge this character.)

Hide - While this character is at a location, he gains Ward. (Opponents can't choose them except to challenge.)",3,3,"INK","For such a flashy dresser, he sure is hard to spot.",NA,NA
"90","Lisanne Koeteeuw","Into the Inklands","Storyborn, Villain, Sorcerer",NA,3,"Emerald","","https://lorcana-api.com/images/ursula/deceiver/ursula-deceiver-large.png",2,TRUE,"Ursula - Deceiver","Character",1,"Uncommon","INK-090",90,"You'll Never Even Miss It - When you play this character, chosen opponent reveals their hand and discards a song card of your choice.",3,1,"INK",NA,NA,NA
"91","Matthew Robert Davies","Into the Inklands","Dreamborn, Villain, Sorcerer",NA,3,"Emerald","","https://lorcana-api.com/images/ursula/deceiver_of_all/ursula-deceiver_of_all-large.png",3,TRUE,"Ursula - Deceiver of All","Character",1,"Legendary","INK-091",91,"What A Deal - Whenever this character sings a song, you may play that song again from your discard for free, then put it on the bottom of your deck.",3,2,"INK","""I don't want much - just the most powerful lore!""","(enchanted, placeholder)",NA
"92","Valentina Graziuso","Into the Inklands","Storyborn, Ally","Evasive",3,"Emerald","","https://lorcana-api.com/images/wildcat/mechanic/wildcat-mechanic-large.png",3,TRUE,"Wildcat - Mechanic","Character",1,"Uncommon","INK-092",92,"Evasive (Only characters with Evasive can challenge this character.)

Disassemble - {e}: Banish chosen item.",3,2,"INK","""I can take anything apart in under 5 minutes!""",NA,NA
"93","Ron Baird","Into the Inklands","Storyborn, Ally",NA,3,"Emerald","","https://lorcana-api.com/images/zazu/steward_of_the_pride_lands/zazu-steward_of_the_pride_lands-large.png",1,TRUE,"Zazu - Steward of the Pride Lands","Character",1,"Common","INK-093",93,"It's Time To Go! - While this character is at a location, he gets +1{l}.",1,2,"INK","""I'd be lyin' if I said I ran the place, but welcome to the Pride Lands all the same!""",NA,NA
"94","Hyuna Lee","Into the Inklands",NA,NA,3,"Emerald","","https://lorcana-api.com/images/has_set_my_heaaaaaaart_._._/has_set_my_heaaaaaaart_._._.-large.png",2,TRUE,"Has Set My Heaaaaaaart . . .","Action - Song",NA,"Uncommon","INK-094",94,"(A character with cost 2 or more can {e} to sing this song for free.)

Banish chosen item.",NA,NA,"INK","He's not real smart
And yet, he's touched my little cowhide heart",NA,NA
"95","Carmine Pucci","Into the Inklands",NA,NA,3,"Emerald","","https://lorcana-api.com/images/i_will_find_my_way/i_will_find_my_way-large.png",1,TRUE,"I Will Find My Way","Action - Song",NA,"Common","INK-095",95,"(A character with cost X or more can {e} to sing this song for free.)

Chosen character of yours gets +2{p} this turn. They may move to a location for free.",NA,NA,"INK","I would go most anywhere
To feel like I belong",NA,NA
"96","Maxine Vee","Into the Inklands",NA,NA,3,"Emerald","","https://lorcana-api.com/images/strike_a_good_match/strike_a_good_match-large.png",2,TRUE,"Strike A Good Match","Action - Song",NA,"Common","INK-096",96,"(A character with cost X or more can {e} to sing this song for free.)

Draw 2 cards, then choose and discard a card.",NA,NA,"INK","Please bring honor to us
Please bring honor to us all",NA,NA
"97","Jenna Gray","Into the Inklands",NA,NA,3,"Emerald","","https://lorcana-api.com/images/airfoil/airfoil-large.png",2,TRUE,"Airfoil","Item",NA,"Common","INK-097",97,"I Got To Be Going - {e}: If you've played 2 or more actions this turn, draw a card.",NA,NA,"INK","Discovered in the lost Sea Duck, it looked good as new.",NA,NA
"98","McKay Anderson","Into the Inklands",NA,NA,3,"Emerald","","https://lorcana-api.com/images/robin's_bow/robin's_bow-large.png",3,FALSE,"Robin's Bow","Item",NA,"Uncommon","INK-098",98,"Forest's Gift - {e}: Deal 1 damage to chosen damaged character or location.

A Bit Of A Lark - Whenever a character of yours named Robin Hood quests, you may ready this item.",NA,NA,"INK","""The forest always provides just what you need.""
-Robin Hood",NA,NA
"99","Billy Wimblett","Into the Inklands",NA,NA,3,"Emerald","","https://lorcana-api.com/images/starlight_vial/starlight_vial-large.png",4,FALSE,"Starlight Vial","Item",NA,"Rare","INK-099",99,"Efficient Energy - {e}: You pay 2{i} less for the next action you play this turn.

Trap - 2{i}, Banish this item: Draw 2 cards, then choose and discard a card.",NA,NA,"INK","In the wrong hands, this vial of magic could be disastrous.",NA,NA
"100","Ryan Moeck","Into the Inklands",NA,NA,3,"Emerald","","https://lorcana-api.com/images/de_vil_manor/cruella's_estate/de_vil_manor-cruella's_estate-large.png",1,TRUE,"De Vil Manor - Cruella's Estate","Location",1,"Common","INK-100",100,NA,4,NA,"INK","""They say the ol' place is haunted, or bewitched, or some such fiddle-faddle.""
-Colonel",NA,1
"101","Michael Guimont","Into the Inklands",NA,"Ward, Evasive",3,"Emerald","","https://lorcana-api.com/images/fang/river_city/fang-river_city-large.png",4,TRUE,"Fang - River City","Location",2,"Rare","INK-101",101,"Surrounded By Water - Characters gain Ward and Evasive while here. (Opponents can't choose them except to challenge. Only characters with Evasive can challenge them.)",6,NA,"INK","A nation protected by fierce assassins and their even fiercer cats.",NA,2
"102","Andreas Rocha","Into the Inklands",NA,NA,3,"Emerald","","https://lorcana-api.com/images/kuzco's_palace/home_of_the_emperor/kuzco's_palace-home_of_the_emperor-large.png",3,TRUE,"Kuzco's Palace - Home of the Emperor","Location",1,"Uncommon","INK-102",102,"City Walls - Whenever a character is challenged and banished while here, banish the challenging character.",7,NA,"INK","""Sure it's a little small, but also it DOESN'T HAVE A POOL!"" -Kuzco",NA,3
"103","Javi Salas","Into the Inklands","Dreamborn, Hero, Princess","Evasive",3,"Ruby","","https://lorcana-api.com/images/ariel/adventurous_collector/ariel-adventurous_collector-large.png",3,TRUE,"Ariel - Adventurous Collector","Character",1,"Super Rare","INK-103",103,"Evasive (Only characters with Evasive can challenge this character.)

Inspiring Voice - Whenever you play a song, chosen character of yours gains Evasive until the start of your next turn.",3,2,"INK","Shipwrecks are great places to find lore - and hide from sharks!",NA,NA
