"","Name","Set_Name","Classifications","Abilities","Color","Franchise","Cost","Inkable","Type","Lore","Rarity","Body_Text","Willpower","Strength","Move_Cost"
"123","Simba - Scrappy Cub","Into the Inklands","Storyborn, Hero, Prince",NA,"Ruby","",2,FALSE,"Character",3,"Rare",NA,1,1,NA
"124","Slightly - Lost Boy","Into the Inklands","Storyborn, Ally","Evasive","Ruby","",4,TRUE,"Character",1,"Uncommon","The Fox - If you have a character named Peter Pan in play, you pay 1{i} less to play this character.

Evasive (Only characters with Evasive can challenge this character.)",3,4,NA
"125","Stitch - Little Rocket","Into the Inklands","Dreamborn, Hero, Alien","Rush","Ruby","",2,FALSE,"Character",1,"Common","Rush (This character can challenge the turn they're played.)",1,3,NA
"126","Trigger - Not-So-Sharp Shooter","Into the Inklands","Storyborn, Ally",NA,"Ruby","",2,TRUE,"Character",1,"Uncommon","Old Betsy - Your characters named Nutsy get +1{l}.",1,3,NA
"127","Webby Vanderquack - Enthusiastic Duck","Into the Inklands","Storyborn, Ally",NA,"Ruby","",3,TRUE,"Character",1,"Common",NA,4,3,NA
"128","Divebomb","Into the Inklands",NA,"Reckless","Ruby","",3,TRUE,"Action",NA,"Uncommon","Banish one of your characters with Reckless to banish chosen character with less {p} than that character.",NA,NA,NA
"129","I've Got A Dream","Into the Inklands",NA,NA,"Ruby","",2,TRUE,"Action - Song",NA,"Uncommon","(A character with cost 2 or more can {e} to sing this song for free.)

Ready chosen character of yours at a location. They can't quest for the rest of this turn. Gain lore equal to that location's {l}.",NA,NA,NA
"130","On Your Feet! Now!","Into the Inklands",NA,NA,"Ruby","",4,FALSE,"Action",NA,"Rare","Ready all your characters and deal 1 damage to each of them. They can't quest for the rest of this turn.",NA,NA,NA
"131","Voyage","Into the Inklands",NA,NA,"Ruby","",1,TRUE,"Action",NA,"Common","Move up to 2 characters of yours to the same location for free.",NA,NA,NA
"132","Maui's Fish Hook","Into the Inklands",NA,"Evasive","Ruby","",3,TRUE,"Item",NA,"Rare","It's Maui Time! - If you have a character named Maui in play, you may use this item's Shapeshift ability for free.

Shapeshift - {e}, 2{i}: Choose one:
- Chosen character gains Evasive until the start of your next turn. (Only characters with Evasive can challenge them.)
- Chosen character gets +3{p} this turn.",NA,NA,NA
"133","Sumerian Talisman","Into the Inklands",NA,NA,"Ruby","",3,TRUE,"Item",NA,"Uncommon","Source Of Magic - During your turn, whenever one of your characters is banished in a challenge, you may draw a card.",NA,NA,NA
"134","Agrabah - Marketplace","Into the Inklands",NA,NA,"Ruby","",3,TRUE,"Location",2,"Common",NA,5,NA,1
"135","Jolly Roger - Hook's Ship","Into the Inklands",NA,"Rush","Ruby","",1,FALSE,"Location",NA,"Uncommon","Look Alive, You Swabs! - Characters gain Rush while here. (They can challenge the turn they're played.)

All Hands On Deck! - Your Pirate characters may move here for free.",5,NA,2
"136","RLS Legacy - Solar Galleon","Into the Inklands",NA,"Evasive","Ruby","",4,FALSE,"Location",2,"Rare","This Is Our Ship - Characters gain Evasive while here. (Only characters with Evasive can challenge them.)

Heave Together Now - If you have a character here, you pay 2{i} less to move a character of yours here.",8,NA,3
"137","Audrey Ramirez - The Engineer","Into the Inklands","Storyborn, Ally","Ward","Sapphire","",5,TRUE,"Character",2,"Rare","Ward (Opponents can't choose this character except to challenge.)

Spare Parts - Whenever this character quests, ready one of your items.",5,2,NA
"138","Captain Amelia - First in Command","Into the Inklands","Storyborn, Alien, Captain","Evasive","Sapphire","",3,TRUE,"Character",1,"Common","Discipline - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",5,1,NA
"139","Dewey - Showy Nephew","Into the Inklands","Dreamborn, Ally","Support","Sapphire","",3,TRUE,"Character",2,"Uncommon","Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",3,2,NA
"140","Flintheart Glomgold - Lone Cheater","Into the Inklands","Storyborn, Villain","Evasive","Sapphire","",4,TRUE,"Character",2,"Uncommon","They'll Never See It Coming! - During your turn, this character gains Evasive. (They can challenge characters with Evasive.",4,3,NA
"141","Genie - Cramped in the lamp","Into the Inklands","Storyborn, Ally",NA,"Sapphire","",2,TRUE,"Character",2,"Uncommon",NA,2,2,NA
"142","Gramma Tala - Keeper of Ancient Stories","Into the Inklands","Storyborn, Mentor",NA,"Sapphire","",4,TRUE,"Character",1,"Common","There Was Only Ocean - When you play this character, look at the top 2 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.",3,3,NA
"143","Gramma Tala - Spirit of the Ocean","Into the Inklands","Floodborn, Mentor","Shift 5","Sapphire","",7,TRUE,"Character",2,"Legendary","Shift 5 (You may pay 5{i} to play this on top of one of your characters named Gramma Tala.)

Do You Know Who You Are? - Whenever a card is put into your inkwell, gain 1 lore.",8,4,NA
"144","Gyro Gearloose - Gadget Whiz","Into the Inklands","Storyborn, Ally, Inventor",NA,"Sapphire","",3,TRUE,"Character",1,"Rare","Now Try To Keep Up - {e}: Put an item card from your discard on the top of your deck.",4,1,NA
"145","Huey - Savvy Nephew","Into the Inklands","Storyborn, Ally","Support","Sapphire","",2,TRUE,"Character",1,"Rare","Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)

Three Nephews - Whenever this character quests, if you have characters named Dewey and Louie in play, you may draw 3 cards.",2,2,NA
"146","King Louie - Bandleader","Into the Inklands","Storyborn, Ally, King",NA,"Sapphire","",7,TRUE,"Character",3,"Common",NA,7,7,NA
"147","Kit Cloudkicker - Navigator","Into the Inklands","Floodborn, Ally","Shift 3, Ward","Sapphire","",6,TRUE,"Character",3,"Uncommon","Shift 3 (You may pay 3{i} to play this on top of one of your characters named Kit Cloudkicker.)

Ward (Opponents can't choose this character except to challenge.)",5,2,NA
"148","Kit Cloudkicker - Spunky Bear Cub","Into the Inklands","Storyborn, Ally","Ward","Sapphire","",1,TRUE,"Character",1,"Common","Ward (Opponents can't choose this character except to challenge.)",1,0,NA
"149","Louie - Chill Nephew","Into the Inklands","Dreamborn, Ally","Support","Sapphire","",4,TRUE,"Character",2,"Common","Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",4,3,NA
"150","Maid Marian - Delightful Dreamer","Into the Inklands","Storyborn, Princess",NA,"Sapphire","",5,TRUE,"Character",2,"Common","Highborn Lady - When you play this character, chosen character gets -2{p} this turn.",4,4,NA
"151","Mama Odie - Mystical Maven","Into the Inklands","Storyborn, Mentor",NA,"Sapphire","",3,FALSE,"Character",1,"Rare","This Going To Be Good - Whenever you play a song, you may put the top card of your deck into your inkwell facedown and exerted.",3,1,NA
"152","Pluto - Mickey's Clever Friend","Into the Inklands","Dreamborn, Ally",NA,"Sapphire","",3,TRUE,"Character",1,"Common",NA,4,3,NA
"153","Rufus - Orphanage Cat","Into the Inklands","Dreamborn, Ally",NA,"Sapphire","",5,TRUE,"Character",1,"Common","Too Old To Be Chasing Mice - When this character is banished, you may put this card into your inkwell facedown and exerted.",5,4,NA
"154","Scrooge McDuck - Richest Duck in the World","Into the Inklands","Storyborn, Hero","Evasive","Sapphire","",5,FALSE,"Character",1,"Super Rare","I'm Going Home! - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)

I Didn't Get Rich By Being Stupid - During your turn, whenever this character banishes another character in a challenge, you may play an item for free.",5,3,NA
"155","Scrooge McDuck - Uncle Moneybags","Into the Inklands","Dreamborn, Hero",NA,"Sapphire","",2,TRUE,"Character",1,"Uncommon","Treasure Rigger - Whenever this character quests, you pay 1{i} less for the next item you play this turn.",3,1,NA
"156","The Queen - Mirror Seeker","Into the Inklands","Storyborn, Villain, Queen, Sorcerer",NA,"Sapphire","",4,TRUE,"Character",1,"Uncommon","Calculating And Vain - Whenever this character quests, you may look at the top 3 cards of your deck and put them back in any order.",5,2,NA
"157","Tinker Bell - Very Clever Fairy","Into the Inklands","Dreamborn, Ally, Fairy",NA,"Sapphire","",5,TRUE,"Character",2,"Super Rare","I Can Use That - Whenever one of your items is banished, you may put that card into your inkwell facedown and exerted.",4,3,NA
"158","Wendy Darling - Authority on Peter Pan","Into the Inklands","Storyborn, Hero","Ward, Support","Sapphire","",3,TRUE,"Character",2,"Super Rare","Ward (Opponents can't choose this character except to challenge.)

Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",1,3,NA
"159","Distract","Into the Inklands",NA,NA,"Sapphire","",2,TRUE,"Action",NA,"Common","Chosen character gets -2{p} this turn. Draw a card.",NA,NA,NA
"160","Friend Like Me","Into the Inklands",NA,NA,"Sapphire","",5,TRUE,"Action - Song",NA,"Rare","(A character with cost 5 or more can {e} to sing this song for free.)

Each player puts the top 3 cards of their deck into their inkwell facedown and exerted.",NA,NA,NA
"161","How Far I'll Go","Into the Inklands",NA,NA,"Sapphire","",4,FALSE,"Action - Song",NA,"Uncommon","(A character with cost 4 or more can {e} to sing this song for free.)

Look at the top 2 cards of your deck. Put one into your hand and the other into your inkwell facedown and exerted.",NA,NA,NA
"162","Repair","Into the Inklands",NA,NA,"Sapphire","",2,TRUE,"Action",NA,"Common","Remove up to 3 damage from one of your locations or characters.",NA,NA,NA
"163","Aurelian Gyrosensor","Into the Inklands",NA,NA,"Sapphire","",2,TRUE,"Item",NA,"Rare","Seeking Knowledge - Whenever one of your characters quests, you may look at the top card of your deck. Put it on either the top or the bottom of your deck.",NA,NA,NA
"164","Heart of Te Fiti","Into the Inklands",NA,NA,"Sapphire","",3,TRUE,"Item",NA,"Rare","Create Life - {e}, 2{i}: Put the top card of your deck into your inkwell facedown and exerted.",NA,NA,NA
"165","Lucky Dime","Into the Inklands",NA,NA,"Sapphire","",7,FALSE,"Item",NA,"Legendary","Number One - {e}, 2{i}: Choose a character of yours and gain lore equal to their {l}.",NA,NA,NA
"166","Scrooge's Top Hat","Into the Inklands",NA,NA,"Sapphire","",2,FALSE,"Item",NA,"Uncommon","Business Expertise - {e}: You pay 1{i} less for the next item you play this turn.",NA,NA,NA
"167","Vault Door","Into the Inklands",NA,"Resist +1","Sapphire","",4,TRUE,"Item",NA,"Common","Sealed Away - Your locations and characters at locations gain Resist +1. (Damage dealt to them is reduced by 1.)",NA,NA,NA
"168","Belle's House - Maurice's Workshop","Into the Inklands",NA,NA,"Sapphire","",1,TRUE,"Location",NA,"Rare","Laboratory - If you have a character here, you pay 1{i} less to play items.",6,NA,2
"169","McDuck Manor - Scrooge's Mansion","Into the Inklands",NA,NA,"Sapphire","",4,TRUE,"Location",2,"Common",NA,9,NA,1
"170","Motunui - Island Paradise","Into the Inklands",NA,NA,"Sapphire","",2,TRUE,"Location",1,"Uncommon","Reincarnation - Whenever a character is banished while here, you may put that card into your inkwell facedown and exerted.",5,NA,1
"171","Chief Tui - Proud of Motunui","Into the Inklands","Storyborn, Mentor, King",NA,"Steel","",4,TRUE,"Character",2,"Common",NA,4,3,NA
"172","Eeyore - Overstuffed Donkey","Into the Inklands","Storyborn, Ally","Resist +1","Steel","",5,TRUE,"Character",1,"Common","Resist +1 (Damage dealt to this character is reduced by 1.)",5,4,NA
"173","Gustav the Giant - Terror of the Kingdom","Into the Inklands","Dreamborn, Villain",NA,"Steel","",3,TRUE,"Character",1,"Rare","All Tied Up - This character enters play exerted and can't ready at the start of your turn.

Break Free - During your turn, whenever one of your other characters banished another character in a challenge, you may ready this character.",6,6,NA
"174","Hades - Hotheaded Ruler","Into the Inklands","Storyborn, Villain, Deity",NA,"Steel","",6,TRUE,"Character",2,"Rare","Call The Titans - {e}: Ready your Titan characters.",5,5,NA
"175","Helga Sinclair - Right-Hand Woman","Into the Inklands","Storyborn, Villain","Challenger +2","Steel","",3,TRUE,"Character",1,"Common","Challenger +2 (While challenging, this character gets +2{s}.)",4,2,NA
"176","John Silver - Greedy Treasure Seeker","Into the Inklands","Dreamborn, Villain, Alien, Pirate, Captain","Resist +1","Steel","",3,TRUE,"Character",1,"Rare","Chart Your Own Course - For each location you have in play, this character gains Resist +1 and gets +1{l}. (Damage dealt to them is reduced by 1.)",3,3,NA
"177","Kida - Royal Warrior","Into the Inklands","Storyborn, Hero, Princess","Bodyguard","Steel","",2,TRUE,"Character",1,"Common","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)",3,2,NA
"178","Little John - Resourceful Outlaw","Into the Inklands","Floodborn, Hero","Shift 4, Bodyguard, Resist +1","Steel","",6,TRUE,"Character",2,"Super Rare","Shift 4 (You may pay 4{i} to play this on top of one of your characters named Little John.)

Okay, Big Shot - While this character is exerted, your characters with Bodyguard gain Resist +1 and get +1{l}.",5,4,NA
"179","Little John - Robin's Pal","Into the Inklands","Storyborn, Ally","Bodyguard, Evasive","Steel","",3,TRUE,"Character",1,"Uncommon","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

Disguised - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",4,2,NA
"180","Lythos - Rock Titan","Into the Inklands","Storyborn, Titan","Resist +2","Steel","",4,TRUE,"Character",1,"Uncommon","Resist +2 (Damage dealt to this character is reduced by 2.)

Stone Skin - {e}: Chosen character gains Resist +2 this turn.",1,4,NA
"181","Mickey Mouse - Stalwart Explorer","Into the Inklands","Dreamborn, Hero",NA,"Steel","",3,TRUE,"Character",1,"Common","Let's Take A Look - This character gets +1{p} for each location you have in play.",3,3,NA
"182","Mickey Mouse - Trumpeter","Into the Inklands","Dreamborn, Hero",NA,"Steel","",4,FALSE,"Character",1,"Legendary","Sound The Call - {e}, 2{i}: Play a character for free.",1,0,NA
